"name","info","season","club","nation.","pos.","df_value","pass","app","avg_pass","avg_df_value","df_stats"
" Mat Sadler","England","2007/08","  - "," England","DF",1,84,5,16.8,0.2,"Blocks"
" Mathieu Debuchy","France","2012/13","  - "," France","DF",3,450,14,32.1428571428571,0.214285714285714,"Blocks"
" Mathieu Debuchy","France","2013/14","  - "," France","DF",12,1014,29,34.9655172413793,0.413793103448276,"Blocks"
" Mathieu Debuchy","France","2014/15"," Arsenal  "," France","DF",6,369,10,36.9,0.6,"Blocks"
" Mathieu Debuchy","France","2015/16"," Arsenal  "," France","DF",NA,79,2,39.5,NA,"Blocks"
" Matija Nastasic","Serbia","2012/13","  - "," Serbia","DF",10,968,21,46.0952380952381,0.476190476190476,"Blocks"
" Matija Nastasic","Serbia","2013/14","  - "," Serbia","DF",5,603,13,46.3846153846154,0.384615384615385,"Blocks"
" Matt Doherty","Ireland","2011/12","  - "," Ireland","DF",1,18,1,18,1,"Blocks"
" Matt Jackson","England","2006/07","  - "," England","DF",9,429,20,21.45,0.45,"Blocks"
" Matt Targett","England","2014/15"," Southampton  "," England","DF",NA,103,6,17.1666666666667,NA,"Blocks"
" Matt Targett","England","2015/16"," Southampton  "," England","DF",2,404,14,28.8571428571429,0.142857142857143,"Blocks"
" Matt Upson","England","2006/07","  - "," England","DF",NA,13,2,6.5,NA,"Blocks"
" Matt Upson","England","2007/08","  - "," England","DF",27,977,29,33.6896551724138,0.931034482758621,"Blocks"
" Matt Upson","England","2008/09","  - "," England","DF",29,1235,37,33.3783783783784,0.783783783783784,"Blocks"
" Matt Upson","England","2009/10","  - "," England","DF",27,1133,33,34.3333333333333,0.818181818181818,"Blocks"
" Matt Upson","England","2010/11","  - "," England","DF",26,751,30,25.0333333333333,0.866666666666667,"Blocks"
" Matt Upson","England","2011/12","  - "," England","DF",10,232,14,16.5714285714286,0.714285714285714,"Blocks"
" Matt Upson","England","2012/13","  - "," England","DF",1,29,1,29,1,"Blocks"
" Matt Upson","England","2014/15","  - "," England","DF",1,122,5,24.4,0.2,"Blocks"
" Matteo Darmian","Italy","2015/16"," Manchester United  "," Italy","DF",2,934,28,33.3571428571429,0.0714285714285714,"Blocks"
" Matthew Bates","England","2006/07","  - "," England","DF",1,26,1,26,1,"Blocks"
" Matthew Bates","England","2008/09","  - "," England","DF",12,547,17,32.1764705882353,0.705882352941177,"Blocks"
" Matthew Briggs","Guyana","2006/07","  - "," Guyana","DF",NA,6,1,6,NA,"Blocks"
" Matthew Briggs","Guyana","2010/11","  - "," Guyana","DF",NA,43,3,14.3333333333333,NA,"Blocks"
" Matthew Briggs","Guyana","2011/12","  - "," Guyana","DF",NA,35,2,17.5,NA,"Blocks"
" Matthew Briggs","Guyana","2012/13","  - "," Guyana","DF",1,124,5,24.8,0.2,"Blocks"
" Matthew Briggs","Guyana","2013/14","  - "," Guyana","DF",NA,30,2,15,NA,"Blocks"
" Matthew Connolly","England","2011/12","  - "," England","DF",5,122,6,20.3333333333333,0.833333333333333,"Blocks"
" Matthew Connolly","England","2013/14","  - "," England","DF",3,97,3,32.3333333333333,1,"Blocks"
" Matthew Hill","England","2009/10","  - "," England","DF",2,66,2,33,1,"Blocks"
" Matthew Kilgallon","England","2006/07","  - "," England","DF",7,128,6,21.3333333333333,1.16666666666667,"Blocks"
" Matthew Kilgallon","England","2009/10","  - "," England","DF",4,180,7,25.7142857142857,0.571428571428571,"Blocks"
" Matthew Kilgallon","England","2011/12","  - "," England","DF",10,205,10,20.5,1,"Blocks"
" Matthew Kilgallon","England","2012/13","  - "," England","DF",6,177,6,29.5,1,"Blocks"
" Matthew Lowton","England","2012/13","  - "," England","DF",15,1365,37,36.8918918918919,0.405405405405405,"Blocks"
" Matthew Lowton","England","2013/14","  - "," England","DF",6,677,23,29.4347826086957,0.260869565217391,"Blocks"
" Matthew Lowton","England","2014/15","  - "," England","DF",3,323,12,26.9166666666667,0.25,"Blocks"
" Matthew Pennington","England","2015/16","  - "," England","DF",8,169,4,42.25,2,"Blocks"
" Maya Yoshida","Japan","2012/13"," Southampton  "," Japan","DF",18,1399,32,43.71875,0.5625,"Blocks"
" Maya Yoshida","Japan","2013/14"," Southampton  "," Japan","DF",1,363,8,45.375,0.125,"Blocks"
" Maya Yoshida","Japan","2014/15"," Southampton  "," Japan","DF",8,1004,22,45.6363636363636,0.363636363636364,"Blocks"
" Maya Yoshida","Japan","2015/16"," Southampton  "," Japan","DF",9,485,20,24.25,0.45,"Blocks"
" Maynor Figueroa","Honduras","2007/08","  - "," Honduras","DF",NA,21,2,10.5,NA,"Blocks"
" Maynor Figueroa","Honduras","2008/09","  - "," Honduras","DF",14,1073,38,28.2368421052632,0.368421052631579,"Blocks"
" Maynor Figueroa","Honduras","2009/10","  - "," Honduras","DF",9,1322,35,37.7714285714286,0.257142857142857,"Blocks"
" Maynor Figueroa","Honduras","2010/11","  - "," Honduras","DF",8,1302,33,39.4545454545455,0.242424242424242,"Blocks"
" Maynor Figueroa","Honduras","2011/12","  - "," Honduras","DF",18,1857,38,48.8684210526316,0.473684210526316,"Blocks"
" Maynor Figueroa","Honduras","2012/13","  - "," Honduras","DF",23,1717,33,52.030303030303,0.696969696969697,"Blocks"
" Maynor Figueroa","Honduras","2013/14","  - "," Honduras","DF",16,1145,32,35.78125,0.5,"Blocks"
" Maynor Figueroa","Honduras","2014/15","  - "," Honduras","DF",2,95,3,31.6666666666667,0.666666666666667,"Blocks"
" Micah Richards","England","2006/07","  - "," England","DF",6,673,28,24.0357142857143,0.214285714285714,"Blocks"
" Micah Richards","England","2007/08","  - "," England","DF",25,676,25,27.04,1,"Blocks"
" Micah Richards","England","2008/09","  - "," England","DF",10,858,34,25.2352941176471,0.294117647058824,"Blocks"
" Micah Richards","England","2009/10","  - "," England","DF",8,570,23,24.7826086956522,0.347826086956522,"Blocks"
" Micah Richards","England","2010/11","  - "," England","DF",7,483,18,26.8333333333333,0.388888888888889,"Blocks"
" Micah Richards","England","2011/12","  - "," England","DF",13,776,29,26.7586206896552,0.448275862068966,"Blocks"
" Micah Richards","England","2012/13","  - "," England","DF",5,237,7,33.8571428571429,0.714285714285714,"Blocks"
" Micah Richards","England","2013/14","  - "," England","DF",NA,71,2,35.5,NA,"Blocks"
" Micah Richards","England","2015/16","  - "," England","DF",15,717,24,29.875,0.625,"Blocks"
" Michael Ball","England","2006/07","  - "," England","DF",5,354,12,29.5,0.416666666666667,"Blocks"
" Michael Ball","England","2007/08","  - "," England","DF",9,784,28,28,0.321428571428571,"Blocks"
" Michael Ball","England","2008/09","  - "," England","DF",6,329,8,41.125,0.75,"Blocks"
" Michael Dawson","England","2006/07","  - "," England","DF",31,1352,37,36.5405405405405,0.837837837837838,"Blocks"
" Michael Dawson","England","2007/08","  - "," England","DF",25,888,27,32.8888888888889,0.925925925925926,"Blocks"
" Michael Dawson","England","2008/09","  - "," England","DF",15,480,16,30,0.9375,"Blocks"
" Michael Dawson","England","2009/10","  - "," England","DF",27,1068,29,36.8275862068966,0.931034482758621,"Blocks"
" Michael Dawson","England","2010/11","  - "," England","DF",26,1052,24,43.8333333333333,1.08333333333333,"Blocks"
" Michael Dawson","England","2011/12","  - "," England","DF",8,289,7,41.2857142857143,1.14285714285714,"Blocks"
" Michael Dawson","England","2012/13","  - "," England","DF",13,1069,27,39.5925925925926,0.481481481481481,"Blocks"
" Michael Dawson","England","2013/14","  - "," England","DF",23,1572,32,49.125,0.71875,"Blocks"
" Michael Dawson","England","2014/15"," Hull City  "," England","DF",35,922,28,32.9285714285714,1.25,"Blocks"
" Michael Duberry","England","2006/07","  - "," England","DF",4,168,8,21,0.5,"Blocks"
" Michael Duberry","England","2007/08","  - "," England","DF",7,173,13,13.3076923076923,0.538461538461538,"Blocks"
" Michael Duff","Northern Ireland","2009/10","  - "," Northern Ireland","DF",10,288,11,26.1818181818182,0.909090909090909,"Blocks"
" Michael Duff","Northern Ireland","2014/15","  - "," Northern Ireland","DF",22,640,21,30.4761904761905,1.04761904761905,"Blocks"
" Michael Harriman","Ireland","2011/12","  - "," Ireland","DF",NA,7,1,7,NA,"Blocks"
" Michael Harriman","Ireland","2012/13","  - "," Ireland","DF",1,26,1,26,1,"Blocks"
" Michael Johnson","England","2006/07","  - "," England","MF",1,349,10,34.9,0.1,"Blocks"
" Michael Johnson","England","2007/08","  - "," England","MF",7,879,23,38.2173913043478,0.304347826086957,"Blocks"
" Michael Johnson","England","2008/09","  - "," England","MF",1,143,3,47.6666666666667,0.333333333333333,"Blocks"
" Michael Johnson","England","2009/10","  - "," England","MF",NA,3,1,3,NA,"Blocks"
" Michael Johnson","Jamaica","2007/08","  - "," Jamaica","DF",5,46,3,15.3333333333333,1.66666666666667,"Blocks"
" Michael Keane","England","2014/15","  - "," England","DF",9,644,22,29.2727272727273,0.409090909090909,"Blocks"
" Michael Mancienne","England","2008/09","  - "," England","DF",1,93,4,23.25,0.25,"Blocks"
" Michael Mancienne","England","2009/10","  - "," England","DF",14,683,30,22.7666666666667,0.466666666666667,"Blocks"
" Michael Mancienne","England","2010/11","  - "," England","DF",12,413,16,25.8125,0.75,"Blocks"
" Michael Turner","England","2008/09","  - "," England","DF",36,853,38,22.4473684210526,0.947368421052632,"Blocks"
" Michael Turner","England","2009/10","  - "," England","DF",39,856,33,25.9393939393939,1.18181818181818,"Blocks"
" Michael Turner","England","2010/11","  - "," England","DF",19,444,15,29.6,1.26666666666667,"Blocks"
" Michael Turner","England","2011/12","  - "," England","DF",23,631,24,26.2916666666667,0.958333333333333,"Blocks"
" Michael Turner","England","2012/13","  - "," England","DF",19,569,26,21.8846153846154,0.730769230769231,"Blocks"
" Michael Turner","England","2013/14","  - "," England","DF",23,676,22,30.7272727272727,1.04545454545455,"Blocks"
" Míchel Salgado","Spain","2009/10","  - "," Spain","DF",7,407,21,19.3809523809524,0.333333333333333,"Blocks"
" Míchel Salgado","Spain","2010/11","  - "," Spain","DF",22,793,36,22.0277777777778,0.611111111111111,"Blocks"
" Míchel Salgado","Spain","2011/12","  - "," Spain","DF",2,189,9,21,0.222222222222222,"Blocks"
" Miguel Britos","Uruguay","2015/16"," Watford  "," Uruguay","DF",15,786,24,32.75,0.625,"Blocks"
" Mikael Silvestre","France","2006/07","  - "," France","DF",2,315,14,22.5,0.142857142857143,"Blocks"
" Mikael Silvestre","France","2007/08","  - "," France","DF",1,71,3,23.6666666666667,0.333333333333333,"Blocks"
" Mikael Silvestre","France","2008/09","  - "," France","DF",3,469,14,33.5,0.214285714285714,"Blocks"
" Mikael Silvestre","France","2009/10","  - "," France","DF",6,443,12,36.9166666666667,0.5,"Blocks"
" Mike Williamson","England","2010/11","  - "," England","DF",15,801,29,27.6206896551724,0.517241379310345,"Blocks"
" Mike Williamson","England","2011/12","  - "," England","DF",13,720,22,32.7272727272727,0.590909090909091,"Blocks"
" Mike Williamson","England","2012/13","  - "," England","DF",14,569,19,29.9473684210526,0.736842105263158,"Blocks"
" Mike Williamson","England","2013/14","  - "," England","DF",18,1065,33,32.2727272727273,0.545454545454545,"Blocks"
" Mike Williamson","England","2014/15","  - "," England","DF",18,958,31,30.9032258064516,0.580645161290323,"Blocks"
" Miles Addison","England","2007/08","  - "," England","DF",1,7,1,7,1,"Blocks"
" Modibo Diakité","France","2013/14","  - "," France","DF",6,271,7,38.7142857142857,0.857142857142857,"Blocks"
" Moritz Volz","Germany","2006/07","  - "," Germany","DF",6,585,29,20.1724137931034,0.206896551724138,"Blocks"
" Moritz Volz","Germany","2007/08","  - "," Germany","DF",NA,159,9,17.6666666666667,NA,"Blocks"
" Nacho Monreal","Spain","2012/13"," Arsenal  "," Spain","DF",NA,432,10,43.2,NA,"Blocks"
" Nacho Monreal","Spain","2013/14"," Arsenal  "," Spain","DF",3,720,23,31.304347826087,0.130434782608696,"Blocks"
" Nacho Monreal","Spain","2014/15"," Arsenal  "," Spain","DF",10,1247,28,44.5357142857143,0.357142857142857,"Blocks"
" Nacho Monreal","Spain","2015/16"," Arsenal  "," Spain","DF",11,1844,37,49.8378378378378,0.297297297297297,"Blocks"
" Nadir Belhadj","Algeria","2008/09","  - "," Algeria","DF",1,1080,29,37.2413793103448,0.0344827586206897,"Blocks"
" Nadir Belhadj","Algeria","2009/10","  - "," Algeria","DF",3,689,19,36.2631578947368,0.157894736842105,"Blocks"
" Nathan Aké","Netherlands","2012/13","  - "," Netherlands","DF",2,51,3,17,0.666666666666667,"Blocks"
" Nathan Aké","Netherlands","2013/14","  - "," Netherlands","DF",NA,4,1,4,NA,"Blocks"
" Nathan Aké","Netherlands","2014/15","  - "," Netherlands","DF",NA,16,1,16,NA,"Blocks"
" Nathan Aké","Netherlands","2015/16","  - "," Netherlands","DF",8,609,24,25.375,0.333333333333333,"Blocks"
" Nathan Baker","England","2010/11","  - "," England","DF",5,84,4,21,1.25,"Blocks"
" Nathan Baker","England","2011/12","  - "," England","DF",9,108,8,13.5,1.125,"Blocks"
" Nathan Baker","England","2012/13","  - "," England","DF",37,696,26,26.7692307692308,1.42307692307692,"Blocks"
" Nathan Baker","England","2013/14","  - "," England","DF",25,693,30,23.1,0.833333333333333,"Blocks"
" Nathan Baker","England","2014/15","  - "," England","DF",8,192,11,17.4545454545455,0.727272727272727,"Blocks"
" Nathaniel Clyne","England","2012/13","  - "," England","DF",9,1329,34,39.0882352941176,0.264705882352941,"Blocks"
" Nathaniel Clyne","England","2013/14","  - "," England","DF",5,969,25,38.76,0.2,"Blocks"
" Nathaniel Clyne","England","2014/15","  - "," England","DF",6,1503,35,42.9428571428571,0.171428571428571,"Blocks"
" Nathaniel Clyne","England","2015/16"," Liverpool  "," England","DF",8,1510,33,45.7575757575758,0.242424242424242,"Blocks"
" Neal Eardley","Wales","2010/11","  - "," Wales","DF",14,1144,31,36.9032258064516,0.451612903225806,"Blocks"
" Nedum Onuoha","England","2006/07","  - "," England","DF",9,360,18,20,0.5,"Blocks"
" Nedum Onuoha","England","2007/08","  - "," England","DF",11,488,16,30.5,0.6875,"Blocks"
" Nedum Onuoha","England","2008/09","  - "," England","DF",18,754,23,32.7826086956522,0.782608695652174,"Blocks"
" Nedum Onuoha","England","2009/10","  - "," England","DF",4,238,10,23.8,0.4,"Blocks"
" Nedum Onuoha","England","2010/11","  - "," England","DF",18,941,31,30.3548387096774,0.580645161290323,"Blocks"
" Nedum Onuoha","England","2011/12","  - "," England","DF",19,412,17,24.2352941176471,1.11764705882353,"Blocks"
" Nedum Onuoha","England","2012/13","  - "," England","DF",16,508,23,22.0869565217391,0.695652173913043,"Blocks"
" Nedum Onuoha","England","2014/15","  - "," England","DF",10,661,23,28.7391304347826,0.434782608695652,"Blocks"
" Neil Taylor","Wales","2011/12","  - "," Wales","DF",12,1703,36,47.3055555555556,0.333333333333333,"Blocks"
" Neil Taylor","Wales","2012/13","  - "," Wales","DF",NA,147,6,24.5,NA,"Blocks"
" Neil Taylor","Wales","2013/14","  - "," Wales","DF",3,283,10,28.3,0.3,"Blocks"
" Neil Taylor","Wales","2014/15","  - "," Wales","DF",13,1294,34,38.0588235294118,0.382352941176471,"Blocks"
" Neil Taylor","Wales","2015/16","  - "," Wales","DF",11,1284,34,37.7647058823529,0.323529411764706,"Blocks"
" Nemanja Vidic","Serbia","2006/07","  - "," Serbia","DF",8,1069,25,42.76,0.32,"Blocks"
" Nemanja Vidic","Serbia","2007/08","  - "," Serbia","DF",15,1328,32,41.5,0.46875,"Blocks"
" Nemanja Vidic","Serbia","2008/09","  - "," Serbia","DF",26,1676,34,49.2941176470588,0.764705882352941,"Blocks"
" Nemanja Vidic","Serbia","2009/10","  - "," Serbia","DF",26,1209,24,50.375,1.08333333333333,"Blocks"
" Nemanja Vidic","Serbia","2010/11","  - "," Serbia","DF",33,1635,35,46.7142857142857,0.942857142857143,"Blocks"
" Nemanja Vidic","Serbia","2011/12","  - "," Serbia","DF",2,249,6,41.5,0.333333333333333,"Blocks"
" Nemanja Vidic","Serbia","2012/13","  - "," Serbia","DF",16,788,19,41.4736842105263,0.842105263157895,"Blocks"
" Nemanja Vidic","Serbia","2013/14","  - "," Serbia","DF",13,1042,25,41.68,0.52,"Blocks"
" Nick Montgomery","Scotland","2006/07","  - "," Scotland","DF",8,631,26,24.2692307692308,0.307692307692308,"Blocks"
" Nicky Hunt","England","2006/07","  - "," England","DF",10,846,33,25.6363636363636,0.303030303030303,"Blocks"
" Nicky Hunt","England","2007/08","  - "," England","DF",3,316,14,22.5714285714286,0.214285714285714,"Blocks"
" Nicky Shorey","England","2006/07","  - "," England","DF",5,1427,37,38.5675675675676,0.135135135135135,"Blocks"
" Nicky Shorey","England","2007/08","  - "," England","DF",9,1296,36,36,0.25,"Blocks"
" Nicky Shorey","England","2008/09","  - "," England","DF",7,683,21,32.5238095238095,0.333333333333333,"Blocks"
" Nicky Shorey","England","2009/10","  - "," England","DF",5,500,12,41.6666666666667,0.416666666666667,"Blocks"
" Nicky Shorey","England","2010/11","  - "," England","DF",12,1130,28,40.3571428571429,0.428571428571429,"Blocks"
" Nicky Shorey","England","2011/12","  - "," England","DF",4,957,25,38.28,0.16,"Blocks"
" Nicky Shorey","England","2012/13","  - "," England","DF",6,635,17,37.3529411764706,0.352941176470588,"Blocks"
" Nicolás Otamendi","Argentina","2015/16"," Manchester City  "," Argentina","DF",13,1569,30,52.3,0.433333333333333,"Blocks"
" Noé Pamarot","France","2006/07","  - "," France","DF",4,549,23,23.8695652173913,0.173913043478261,"Blocks"
" Noé Pamarot","France","2007/08","  - "," France","DF",1,343,18,19.0555555555556,0.0555555555555556,"Blocks"
" Noé Pamarot","France","2008/09","  - "," France","DF",4,406,15,27.0666666666667,0.266666666666667,"Blocks"
" Nuno Valente","Portugal","2006/07","  - "," Portugal","DF",7,345,14,24.6428571428571,0.5,"Blocks"
" Nuno Valente","Portugal","2007/08","  - "," Portugal","DF",2,214,9,23.7777777777778,0.222222222222222,"Blocks"
" Nuno Valente","Portugal","2008/09","  - "," Portugal","DF",NA,19,2,9.5,NA,"Blocks"
" Nyom","Cameroon","2015/16","  - "," Cameroon","DF",7,860,32,26.875,0.21875,"Blocks"
" Nyron Nosworthy","Jamaica","2007/08","  - "," Jamaica","DF",15,797,29,27.4827586206897,0.517241379310345,"Blocks"
" Nyron Nosworthy","Jamaica","2008/09","  - "," Jamaica","DF",11,466,16,29.125,0.6875,"Blocks"
" Nyron Nosworthy","Jamaica","2009/10","  - "," Jamaica","DF",8,223,10,22.3,0.8,"Blocks"
" Oguchi Onyewu","United States","2006/07","  - "," United States","DF",2,296,11,26.9090909090909,0.181818181818182,"Blocks"
" Olof Mellberg","Sweden","2006/07","  - "," Sweden","DF",15,1410,38,37.1052631578947,0.394736842105263,"Blocks"
" Olof Mellberg","Sweden","2007/08","  - "," Sweden","DF",16,1126,34,33.1176470588235,0.470588235294118,"Blocks"
" Ondrej Celustka","Czech Republic","2013/14","  - "," Czech Republic","DF",3,554,21,26.3809523809524,0.142857142857143,"Blocks"
" Pablo Armero","Colombia","2013/14","  - "," Colombia","DF",2,110,5,22,0.4,"Blocks"
" Pablo Ibáñez","Spain","2010/11","  - "," Spain","DF",4,182,10,18.2,0.4,"Blocks"
" Pablo Zabaleta","Argentina","2008/09"," Manchester City  "," Argentina","DF",12,1075,29,37.0689655172414,0.413793103448276,"Blocks"
" Pablo Zabaleta","Argentina","2009/10"," Manchester City  "," Argentina","DF",6,1054,27,39.037037037037,0.222222222222222,"Blocks"
" Pablo Zabaleta","Argentina","2010/11"," Manchester City  "," Argentina","DF",7,951,26,36.5769230769231,0.269230769230769,"Blocks"
" Pablo Zabaleta","Argentina","2011/12"," Manchester City  "," Argentina","DF",6,827,21,39.3809523809524,0.285714285714286,"Blocks"
" Pablo Zabaleta","Argentina","2012/13"," Manchester City  "," Argentina","DF",7,1307,30,43.5666666666667,0.233333333333333,"Blocks"
" Pablo Zabaleta","Argentina","2013/14"," Manchester City  "," Argentina","DF",10,1633,35,46.6571428571429,0.285714285714286,"Blocks"
" Pablo Zabaleta","Argentina","2014/15"," Manchester City  "," Argentina","DF",7,1447,29,49.8965517241379,0.241379310344828,"Blocks"
" Pablo Zabaleta","Argentina","2015/16"," Manchester City  "," Argentina","DF",2,575,13,44.2307692307692,0.153846153846154,"Blocks"
" Paddy McNair","Northern Ireland","2014/15","  - "," Northern Ireland","DF",4,687,16,42.9375,0.25,"Blocks"
" Paddy McNair","Northern Ireland","2015/16","  - "," Northern Ireland","DF",NA,194,8,24.25,NA,"Blocks"
" Pape Souaré","Senegal","2014/15"," Crystal Palace  "," Senegal","DF",4,214,9,23.7777777777778,0.444444444444444,"Blocks"
" Pape Souaré","Senegal","2015/16"," Crystal Palace  "," Senegal","DF",16,1165,34,34.2647058823529,0.470588235294118,"Blocks"
" Pascal Chimbonda","France","2006/07","  - "," France","DF",12,1330,34,39.1176470588235,0.352941176470588,"Blocks"
" Pascal Chimbonda","France","2007/08","  - "," France","DF",6,1380,32,43.125,0.1875,"Blocks"
" Pascal Chimbonda","France","2008/09","  - "," France","DF",8,596,16,37.25,0.5,"Blocks"
" Pascal Chimbonda","France","2009/10","  - "," France","DF",11,743,24,30.9583333333333,0.458333333333333,"Blocks"
" Pascal Chimbonda","France","2010/11","  - "," France","DF",1,135,6,22.5,0.166666666666667,"Blocks"
" Patrice Evra","France","2006/07","  - "," France","DF",4,886,24,36.9166666666667,0.166666666666667,"Blocks"
" Patrice Evra","France","2007/08","  - "," France","DF",6,1156,33,35.030303030303,0.181818181818182,"Blocks"
" Patrice Evra","France","2008/09","  - "," France","DF",8,1199,28,42.8214285714286,0.285714285714286,"Blocks"
" Patrice Evra","France","2009/10","  - "," France","DF",16,1643,38,43.2368421052632,0.421052631578947,"Blocks"
" Patrice Evra","France","2010/11","  - "," France","DF",7,1328,35,37.9428571428571,0.2,"Blocks"
" Patrice Evra","France","2011/12","  - "," France","DF",9,1610,37,43.5135135135135,0.243243243243243,"Blocks"
" Patrice Evra","France","2012/13","  - "," France","DF",13,1421,34,41.7941176470588,0.382352941176471,"Blocks"
" Patrice Evra","France","2013/14","  - "," France","DF",5,1255,33,38.030303030303,0.151515151515152,"Blocks"
" Patrick van Aanholt","Netherlands","2009/10","  - "," Netherlands","DF",NA,18,2,9,NA,"Blocks"
" Patrick van Aanholt","Netherlands","2011/12","  - "," Netherlands","DF",NA,108,3,36,NA,"Blocks"
" Patrick van Aanholt","Netherlands","2014/15","  - "," Netherlands","DF",16,931,28,33.25,0.571428571428571,"Blocks"
" Patrick van Aanholt","Netherlands","2015/16","  - "," Netherlands","DF",10,1067,33,32.3333333333333,0.303030303030303,"Blocks"
" Paul Dummett","Wales","2013/14","  - "," Wales","DF",4,490,18,27.2222222222222,0.222222222222222,"Blocks"
" Paul Dummett","Wales","2014/15","  - "," Wales","DF",11,845,25,33.8,0.44,"Blocks"
" Paul Dummett","Wales","2015/16","  - "," Wales","DF",12,673,23,29.2608695652174,0.521739130434783,"Blocks"
" Paul Huntington","England","2006/07","  - "," England","DF",6,297,11,27,0.545454545454545,"Blocks"
" Paul Konchesky","England","2006/07","  - "," England","DF",2,917,22,41.6818181818182,0.0909090909090909,"Blocks"
" Paul Konchesky","England","2007/08","  - "," England","DF",16,1152,33,34.9090909090909,0.484848484848485,"Blocks"
" Paul Konchesky","England","2008/09","  - "," England","DF",5,1629,36,45.25,0.138888888888889,"Blocks"
" Paul Konchesky","England","2009/10","  - "," England","DF",4,1194,27,44.2222222222222,0.148148148148148,"Blocks"
" Paul Konchesky","England","2010/11","  - "," England","DF",5,670,16,41.875,0.3125,"Blocks"
" Paul Konchesky","England","2014/15","  - "," England","DF",7,956,26,36.7692307692308,0.269230769230769,"Blocks"
" Paul McShane","Ireland","2007/08","  - "," Ireland","DF",15,537,21,25.5714285714286,0.714285714285714,"Blocks"
" Paul McShane","Ireland","2008/09","  - "," Ireland","DF",8,479,20,23.95,0.4,"Blocks"
" Paul McShane","Ireland","2009/10","  - "," Ireland","DF",13,768,27,28.4444444444444,0.481481481481481,"Blocks"
" Paul McShane","Ireland","2013/14","  - "," Ireland","DF",3,300,10,30,0.3,"Blocks"
" Paul McShane","Ireland","2014/15","  - "," Ireland","DF",9,624,20,31.2,0.45,"Blocks"
" Paul Robinson","England","2006/07","  - "," England","GK",NA,875,38,23.0263157894737,NA,"Blocks"
" Paul Robinson","England","2007/08","  - "," England","GK",NA,623,25,24.92,NA,"Blocks"
" Paul Robinson","England","2008/09","  - "," England","DF",21,1569,35,44.8285714285714,0.6,"Blocks"
" Paul Robinson","England","2008/09","  - "," England","GK",NA,821,35,23.4571428571429,NA,"Blocks"
" Paul Robinson","England","2009/10","  - "," England","DF",9,869,25,34.76,0.36,"Blocks"
" Paul Robinson","England","2009/10","  - "," England","GK",NA,856,35,24.4571428571429,NA,"Blocks"
" Paul Robinson","England","2010/11","  - "," England","DF",18,1399,35,39.9714285714286,0.514285714285714,"Blocks"
" Paul Robinson","England","2010/11","  - "," England","GK",NA,796,36,22.1111111111111,NA,"Blocks"
" Paul Robinson","England","2011/12","  - "," England","DF",12,699,17,41.1176470588235,0.705882352941177,"Blocks"
" Paul Robinson","England","2011/12","  - "," England","GK",NA,789,34,23.2058823529412,NA,"Blocks"
" Paul Scharner","Austria","2006/07","  - "," Austria","DF",5,595,25,23.8,0.2,"Blocks"
" Paul Scharner","Austria","2007/08","  - "," Austria","DF",9,975,37,26.3513513513514,0.243243243243243,"Blocks"
" Paul Scharner","Austria","2008/09","  - "," Austria","DF",13,787,29,27.1379310344828,0.448275862068966,"Blocks"
" Paul Scharner","Austria","2009/10","  - "," Austria","DF",7,1227,38,32.2894736842105,0.184210526315789,"Blocks"
" Paul Scharner","Austria","2010/11","  - "," Austria","DF",9,1127,33,34.1515151515151,0.272727272727273,"Blocks"
" Paul Scharner","Austria","2011/12","  - "," Austria","DF",6,677,29,23.3448275862069,0.206896551724138,"Blocks"
" Paul Scharner","Austria","2012/13","  - "," Austria","DF",4,618,14,44.1428571428571,0.285714285714286,"Blocks"
" Paul Stalteri","Canada","2006/07","  - "," Canada","DF",2,73,6,12.1666666666667,0.333333333333333,"Blocks"
" Paul Stalteri","Canada","2007/08","  - "," Canada","DF",1,626,16,39.125,0.0625,"Blocks"
" Paulo Da Silva","Paraguay","2009/10","  - "," Paraguay","DF",11,350,16,21.875,0.6875,"Blocks"
" Paulo Da Silva","Paraguay","2010/11","  - "," Paraguay","DF",1,24,1,24,1,"Blocks"
" Paulo Ferreira","Portugal","2006/07","  - "," Portugal","DF",1,783,24,32.625,0.0416666666666667,"Blocks"
" Paulo Ferreira","Portugal","2007/08","  - "," Portugal","DF",3,627,18,34.8333333333333,0.166666666666667,"Blocks"
" Paulo Ferreira","Portugal","2008/09","  - "," Portugal","DF",NA,65,7,9.28571428571429,NA,"Blocks"
" Paulo Ferreira","Portugal","2009/10","  - "," Portugal","DF",2,449,13,34.5384615384615,0.153846153846154,"Blocks"
" Paulo Ferreira","Portugal","2010/11","  - "," Portugal","DF",7,458,21,21.8095238095238,0.333333333333333,"Blocks"
" Paulo Ferreira","Portugal","2011/12","  - "," Portugal","DF",4,143,6,23.8333333333333,0.666666666666667,"Blocks"
" Paulo Ferreira","Portugal","2012/13","  - "," Portugal","DF",NA,8,2,4,NA,"Blocks"
" Pelé","Cape Verde","2008/09","  - "," Cape Verde","DF",1,42,3,14,0.333333333333333,"Blocks"
" Per Mertesacker","Germany","2011/12"," Arsenal  "," Germany","DF",12,1092,21,52,0.571428571428571,"Blocks"
" Per Mertesacker","Germany","2012/13"," Arsenal  "," Germany","DF",20,1702,34,50.0588235294118,0.588235294117647,"Blocks"
" Per Mertesacker","Germany","2013/14"," Arsenal  "," Germany","DF",17,1706,35,48.7428571428571,0.485714285714286,"Blocks"
